"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","GitHub APIエラー時にエラーをスローする","template/github","Tue Dec 02 09:30:45 UTC 2025","passed","Tue Dec 02 09:30:45 UTC 2025","","resolveGitHubTemplateSource","",""
"","1","can generate expected uuid from the private key","PrivateKey","Tue Dec 02 09:30:51 UTC 2025","passed","Tue Dec 02 09:30:51 UTC 2025","","","",""
"","1","toStringCause should output the correct sentence. (inner: KintoneAllRecordsError)","CliKintoneError","Tue Dec 02 09:30:45 UTC 2025","passed","Tue Dec 02 09:30:45 UTC 2025","","","",""
"","1","should show progress logs correctly with aborting","ProgressLogger","Tue Dec 02 09:30:47 UTC 2025","passed","Tue Dec 02 09:30:47 UTC 2025","","","",""
"","690","Valid and invalid API tokens","","Tue Dec 02 09:31:48 UTC 2025","passed","Tue Dec 02 09:31:49 UTC 2025","","Valid and invalid API tokens","",""
"","5613","Update plugin","","Tue Dec 02 09:31:28 UTC 2025","passed","Tue Dec 02 09:31:34 UTC 2025","","Update plugin","",""
"","7","should throw error when the record number is invalid","validateRecordNumbers","Tue Dec 02 09:30:47 UTC 2025","passed","Tue Dec 02 09:30:47 UTC 2025","","","",""
"","42","指定されたURLからテンプレートを正しくダウンロード・展開する（JavaScriptテンプレート）","template/downloader","Tue Dec 02 09:30:44 UTC 2025","passed","Tue Dec 02 09:30:45 UTC 2025","","downloadAndExtractFromUrl","",""
"","1","should upsert records correctly with single line text","upsertRecords","Tue Dec 02 09:30:45 UTC 2025","passed","Tue Dec 02 09:30:45 UTC 2025","","","",""
"","1352","User does not have privilege to add records","","Tue Dec 02 09:31:29 UTC 2025","passed","Tue Dec 02 09:31:30 UTC 2025","","User does not have privilege to add records","",""
"","181","File path is not specified","","Tue Dec 02 09:32:03 UTC 2025","passed","Tue Dec 02 09:32:03 UTC 2025","","File path is not specified","",""
"","0","should return result when given function is resolved","retry","Tue Dec 02 09:30:45 UTC 2025","passed","Tue Dec 02 09:30:45 UTC 2025","","input async function","",""
"","1","[23] convert USER_SELECT field correctly","convertFieldValue","Tue Dec 02 09:30:45 UTC 2025","passed","Tue Dec 02 09:30:45 UTC 2025","","","",""
"","697","Record number is not specified in a file","","Tue Dec 02 09:33:38 UTC 2025","passed","Tue Dec 02 09:33:39 UTC 2025","","Record number is not specified in a file","",""
