"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","toStringCause should output the correct sentence. (inner: CliKintoneError)","CliKintoneError","Mon Jun 16 07:46:17 GMT 2025","passed","Mon Jun 16 07:46:17 GMT 2025","","","",""
"","1","should pass apiToken to the apiClient correctly","api","Mon Jun 16 07:46:16 GMT 2025","passed","Mon Jun 16 07:46:16 GMT 2025","","","",""
"","8","should throw error when required columns are not found","Helper functions","Mon Jun 16 07:46:17 GMT 2025","passed","Mon Jun 16 07:46:17 GMT 2025","","validateRequireColumnsInTable","",""
"","3","should throw error when generating unsupported file extension","File Generator functions","Mon Jun 16 07:46:21 GMT 2025","passed","Mon Jun 16 07:46:21 GMT 2025","","","",""
"","264","should throw error when no commands are passed","main","Mon Jun 16 07:46:19 GMT 2025","failed","Mon Jun 16 07:46:20 GMT 2025","","","",""
"","1","should convert empty array to csv string correctly","csvStringifier","Mon Jun 16 07:46:19 GMT 2025","passed","Mon Jun 16 07:46:19 GMT 2025","","","",""
"","0","should set ""none"" to the log config level when log-level argument is ""none""","logHandler","Mon Jun 16 07:46:22 GMT 2025","passed","Mon Jun 16 07:46:22 GMT 2025","","","",""
"","1","should filter http(s) path","sourcelist","Mon Jun 16 07:46:18 GMT 2025","passed","Mon Jun 16 07:46:18 GMT 2025","","","",""
"","4","should return distinct local files from the manifest","sourceListV2","Mon Jun 16 07:46:18 GMT 2025","passed","Mon Jun 16 07:46:18 GMT 2025","","","",""
"","1","should throw an error when retry conditions are not match","retry","Mon Jun 16 07:46:17 GMT 2025","passed","Mon Jun 16 07:46:17 GMT 2025","","input sync function","",""
"","1","[10] convert RADIO_BUTTON field correctly","convertFieldValue","Mon Jun 16 07:46:17 GMT 2025","passed","Mon Jun 16 07:46:17 GMT 2025","","","",""
"","1","should display the correct log message corresponding to the log config level","StandardLogger","Mon Jun 16 07:46:17 GMT 2025","passed","Mon Jun 16 07:46:17 GMT 2025","","","",""
