"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4213","Specify a table","","Wed Nov 26 07:09:42 UTC 2025","passed","Wed Nov 26 07:09:46 UTC 2025","","Specify a table","",""
"","159","Login authentication is not supported","","Wed Nov 26 07:07:23 UTC 2025","passed","Wed Nov 26 07:07:23 UTC 2025","","Login authentication is not supported","",""
"","6102","App in a space","","Wed Nov 26 07:06:57 UTC 2025","passed","Wed Nov 26 07:07:03 UTC 2025","","App in a space","",""
"","5038","API token authorization","","Wed Nov 26 07:06:52 UTC 2025","passed","Wed Nov 26 07:06:57 UTC 2025","","API token authorization","",""
"","0","should set ""error"" to the log config level when log-level argument is ""error""","logHandler","Wed Nov 26 07:06:22 UTC 2025","passed","Wed Nov 26 07:06:22 UTC 2025","","","",""
"","2","should throw error when API response is error","getRecords","Wed Nov 26 07:06:16 UTC 2025","passed","Wed Nov 26 07:06:16 UTC 2025","","","",""
"","2","既存のmanifest.jsonフィールドを保持する","template/manifest","Wed Nov 26 07:06:17 UTC 2025","passed","Wed Nov 26 07:06:17 UTC 2025","","updateManifests","",""
"","31","throws an error if the contents.zip is invalid","ContentsZip","Wed Nov 26 07:06:18 UTC 2025","passed","Wed Nov 26 07:06:18 UTC 2025","","invalid contents.zip","",""
"","1344","Record data with required field empty","","Wed Nov 26 07:10:21 UTC 2025","passed","Wed Nov 26 07:10:22 UTC 2025","","Record data with required field empty","",""
"","4978","API token does not have delete permission","","Wed Nov 26 07:06:52 UTC 2025","passed","Wed Nov 26 07:06:57 UTC 2025","","API token does not have delete permission","",""
"","1330","Specified field does not exist","","Wed Nov 26 07:08:50 UTC 2025","passed","Wed Nov 26 07:08:51 UTC 2025","","Specified field does not exist","",""
"","0","[10] convert CREATED_TIME field correctly","convertFieldValue","Wed Nov 26 07:06:17 UTC 2025","passed","Wed Nov 26 07:06:17 UTC 2025","","","",""
"","1","empty field value","fieldInSubtableReader","Wed Nov 26 07:06:18 UTC 2025","passed","Wed Nov 26 07:06:18 UTC 2025","","","",""
"","7020","App has a table","","Wed Nov 26 07:09:12 UTC 2025","passed","Wed Nov 26 07:09:19 UTC 2025","","App has a table","",""
"","8","should not fail","addRecords","Wed Nov 26 07:06:16 UTC 2025","passed","Wed Nov 26 07:06:16 UTC 2025","","","",""
"","1853","Specify with incorrect app code","","Wed Nov 26 07:08:12 UTC 2025","passed","Wed Nov 26 07:08:14 UTC 2025","","Specify with incorrect app code","",""
"","794","Record number is not specified in a file","","Wed Nov 26 07:09:17 UTC 2025","passed","Wed Nov 26 07:09:18 UTC 2025","","Record number is not specified in a file","",""
"","1","存在しないテンプレート名でエラーをスローする","template/github","Wed Nov 26 07:06:17 UTC 2025","passed","Wed Nov 26 07:06:17 UTC 2025","","resolveGitHubTemplateSource","",""
"","10748","Upsert by text field","","Wed Nov 26 07:08:50 UTC 2025","passed","Wed Nov 26 07:09:01 UTC 2025","","Upsert by text field","",""
"","8","should convert csv string to JSON correctly","parseCsv","Wed Nov 26 07:06:21 UTC 2025","passed","Wed Nov 26 07:06:21 UTC 2025","","","",""
"","3","should generate CSV row correctly","Helper functions","Wed Nov 26 07:06:18 UTC 2025","passed","Wed Nov 26 07:06:18 UTC 2025","","generateCsvRow","",""
"","1","[9] convert CHECK_BOX field correctly","convertFieldValue","Wed Nov 26 07:06:17 UTC 2025","passed","Wed Nov 26 07:06:17 UTC 2025","","","",""
"","28","`relative-path`","validate","Wed Nov 26 07:06:19 UTC 2025","passed","Wed Nov 26 07:06:19 UTC 2025","","","",""
"","2","should be constructed with string cause","ParserError","Wed Nov 26 07:06:23 UTC 2025","passed","Wed Nov 26 07:06:23 UTC 2025","","","",""
"","822","Specify sjis with utf8 encoded file","","Wed Nov 26 07:08:48 UTC 2025","passed","Wed Nov 26 07:08:49 UTC 2025","","Specify sjis with utf8 encoded file","",""
"","1","should repeat given function after delay on error and return result on resolve","retry","Wed Nov 26 07:06:17 UTC 2025","passed","Wed Nov 26 07:06:17 UTC 2025","","input async function","",""
"","1","[16] convert MULTI_SELECT field correctly","convertFieldValue","Wed Nov 26 07:06:17 UTC 2025","passed","Wed Nov 26 07:06:17 UTC 2025","","","",""
"","7","should pass parameters to the apiClient correctly (with orderBy)","getAllRecords","Wed Nov 26 07:06:18 UTC 2025","passed","Wed Nov 26 07:06:18 UTC 2025","","","",""
"","1","should throw error when non-existent field is passed as update key","upsertRecords","Wed Nov 26 07:06:17 UTC 2025","passed","Wed Nov 26 07:06:17 UTC 2025","","","",""
"","1","[9] convert UPDATED_TIME field correctly","convertFieldValue","Wed Nov 26 07:06:17 UTC 2025","passed","Wed Nov 26 07:06:17 UTC 2025","","","",""
"","1","should throw an Error if specified field does not exist","userSelected","Wed Nov 26 07:06:18 UTC 2025","passed","Wed Nov 26 07:06:18 UTC 2025","","","",""
"","7","manifest v2","ContentsZip","Wed Nov 26 07:06:18 UTC 2025","passed","Wed Nov 26 07:06:18 UTC 2025","","should be able to create ContentsZip from a plugin directory","",""
"","6324","API token and login information","","Wed Nov 26 07:07:03 UTC 2025","passed","Wed Nov 26 07:07:10 UTC 2025","","API token and login information","",""
"","710","A duplicate API token for the same app","","Wed Nov 26 07:07:10 UTC 2025","passed","Wed Nov 26 07:07:10 UTC 2025","","A duplicate API token for the same app","",""
"","0","[12] convert MULTI_SELECT field correctly","convertFieldValue","Wed Nov 26 07:06:17 UTC 2025","passed","Wed Nov 26 07:06:17 UTC 2025","","","",""
"","2","should return result when given function is resolved","retry","Wed Nov 26 07:06:17 UTC 2025","passed","Wed Nov 26 07:06:17 UTC 2025","","input sync function","",""
"","11183","Specify without app code","","Wed Nov 26 07:08:01 UTC 2025","passed","Wed Nov 26 07:08:12 UTC 2025","","Specify without app code","",""
