"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3650","Login authorization","","Mon Dec 22 07:44:52 UTC 2025","passed","Mon Dec 22 07:44:56 UTC 2025","","Login authorization","",""
"","1238","App in guest space is specified without guest space ID","","Mon Dec 22 07:44:29 UTC 2025","passed","Mon Dec 22 07:44:30 UTC 2025","","App in guest space is specified without guest space ID","",""
"","7","should convert csv string to JSON correctly","parseCsv","Mon Dec 22 07:43:48 UTC 2025","passed","Mon Dec 22 07:43:48 UTC 2025","","","",""
"","1394","API token for different app","","Mon Dec 22 07:44:34 UTC 2025","passed","Mon Dec 22 07:44:35 UTC 2025","","API token for different app","",""
"","2478","Specify attachments directory nevertheless app does not have an attachment field","","Mon Dec 22 07:45:03 UTC 2025","passed","Mon Dec 22 07:45:05 UTC 2025","","Specify attachments directory nevertheless app does not have an attachment field","",""
"","1","should pass apiToken to the apiClient correctly","api","Mon Dec 22 07:43:43 UTC 2025","passed","Mon Dec 22 07:43:43 UTC 2025","","","",""
"","5","should throw error when missing subcommand","Record command","Mon Dec 22 07:43:45 UTC 2025","passed","Mon Dec 22 07:43:45 UTC 2025","","Missing required parameters","",""
"","737","Specified attachment directory does not exist","","Mon Dec 22 07:44:44 UTC 2025","passed","Mon Dec 22 07:44:45 UTC 2025","","Specified attachment directory does not exist","",""
"","1","should filter http(s) path","sourcelist","Mon Dec 22 07:43:45 UTC 2025","passed","Mon Dec 22 07:43:45 UTC 2025","","","",""
"","0","should set ""error"" to the log config level when log-level argument is ""error""","logHandler","Mon Dec 22 07:43:50 UTC 2025","passed","Mon Dec 22 07:43:50 UTC 2025","","","",""
"","1705","User does not have privilege to view records","","Mon Dec 22 07:44:31 UTC 2025","passed","Mon Dec 22 07:44:33 UTC 2025","","User does not have privilege to view records","",""
"","9703","Attachments on multiple records","","Mon Dec 22 07:45:10 UTC 2025","passed","Mon Dec 22 07:45:20 UTC 2025","","Attachments on multiple records","",""
"","0","should display INFO message when calling logger with ""info"" level","StandardLogger","Mon Dec 22 07:43:45 UTC 2025","passed","Mon Dec 22 07:43:45 UTC 2025","","","",""
"","1","should show progress logs correctly with aborting","ProgressLogger","Mon Dec 22 07:43:46 UTC 2025","passed","Mon Dec 22 07:43:46 UTC 2025","","","",""
"","1","should throw an Error if specified field is not supported","userSelected","Mon Dec 22 07:43:45 UTC 2025","passed","Mon Dec 22 07:43:45 UTC 2025","","","",""
"","9938","Attachments on multiple fields","","Mon Dec 22 07:45:00 UTC 2025","passed","Mon Dec 22 07:45:10 UTC 2025","","Attachments on multiple fields","",""
"","3","should throw error when API response is error","deleteRecords","Mon Dec 22 07:43:46 UTC 2025","passed","Mon Dec 22 07:43:46 UTC 2025","","","",""
