"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6015","Download attachments into an existing directory","","Wed Dec 03 07:22:15 UTC 2025","passed","Wed Dec 03 07:22:21 UTC 2025","","Download attachments into an existing directory","",""
"","23","`fileExists`","validate","Wed Dec 03 07:21:04 UTC 2025","passed","Wed Dec 03 07:21:04 UTC 2025","","","",""
"","0","[30] convert SUBTABLE field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","3","formLayout should create schema correctly","createSchema","Wed Dec 03 07:21:07 UTC 2025","passed","Wed Dec 03 07:21:07 UTC 2025","","","",""
"","293","should throw error when no commands are passed","main","Wed Dec 03 07:21:04 UTC 2025","passed","Wed Dec 03 07:21:04 UTC 2025","","","",""
"","1","should generate CSV row correctly","Helper functions","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","generateCsvRow","",""
"","1","[17] convert CHECK_BOX field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","0","should be set zh parameters in supportZh is true","qa","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","optional lang parameters","runPrompt","",""
"","2","should generate fieldCode array correctly (data without subtable)","buildHeaderFields","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","2","should return parsed string","parseKintoneRestAPIError","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","","",""
"","1","should return the correct record number from CSV with subtable","parseCsv","Wed Dec 03 07:21:07 UTC 2025","passed","Wed Dec 03 07:21:07 UTC 2025","","","",""
"","1","should throw error because the record number is invalid","upsertRecords","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","1","存在しないテンプレート名でエラーをスローする","template/github","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","resolveGitHubTemplateSource","",""
"","0","should return result when given function is resolved","retry","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","input async function","",""
"","9103","Remove attachments by upserting","","Wed Dec 03 07:24:11 UTC 2025","passed","Wed Dec 03 07:24:20 UTC 2025","","Remove attachments by upserting","",""
"","0","should throw error when the record number is empty","validateRecordNumbers","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","619","No authorization information","","Wed Dec 03 07:21:47 UTC 2025","passed","Wed Dec 03 07:21:48 UTC 2025","","No authorization information","",""
"","0","[18] convert FILE field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","3607","Encoding to utf8","","Wed Dec 03 07:23:23 UTC 2025","passed","Wed Dec 03 07:23:27 UTC 2025","","Encoding to utf8","",""
"","4","should upload files correctly when attachmentsDir is given","addRecords","Wed Dec 03 07:21:00 UTC 2025","passed","Wed Dec 03 07:21:00 UTC 2025","","","",""
"","0","[22] convert USER_SELECT field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","5","should not fail","deleteRecords","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","1","GitHub APIエラー時にエラーをスローする","template/github","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","resolveGitHubTemplateSource","",""
"","1","should throw an Error if specified field is not supported","userSelected","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","2","should return error message","DeleteAllRecordsError","Wed Dec 03 07:21:07 UTC 2025","passed","Wed Dec 03 07:21:07 UTC 2025","","","",""
"","0","[22] convert USER_SELECT field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","8713","Sjis encoded file","","Wed Dec 03 07:23:03 UTC 2025","passed","Wed Dec 03 07:23:12 UTC 2025","","Sjis encoded file","",""
"","2","should upsert records correctly with number","upsertRecords","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","292","Get help","","Wed Dec 03 07:21:44 UTC 2025","passed","Wed Dec 03 07:21:45 UTC 2025","","Get help","",""
"","3827","Login authorization - short password option","","Wed Dec 03 07:22:11 UTC 2025","passed","Wed Dec 03 07:22:15 UTC 2025","","Login authorization - short password option","",""
"","2","should pass username and password to the apiClient correctly","api","Wed Dec 03 07:21:00 UTC 2025","passed","Wed Dec 03 07:21:00 UTC 2025","","","",""
"","6981","Record has multiple attachments","","Wed Dec 03 07:22:34 UTC 2025","passed","Wed Dec 03 07:22:41 UTC 2025","","Record has multiple attachments","",""
"","295","should throw error when required arguments are missing","main","Wed Dec 03 07:21:05 UTC 2025","passed","Wed Dec 03 07:21:05 UTC 2025","","","",""
"","1","should convert kintone records to csv string correctly when SUBTABLE value is an empty array","csvStringifier","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","7655","Record with .txt file attachment","","Wed Dec 03 07:22:57 UTC 2025","passed","Wed Dec 03 07:23:04 UTC 2025","","Record with .txt file attachment","",""
"","42","`url`","validate","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","3726","API token does not have privilege to edit records","","Wed Dec 03 07:23:39 UTC 2025","passed","Wed Dec 03 07:23:43 UTC 2025","","API token does not have privilege to edit records","",""
"","177","File does not exist","","Wed Dec 03 07:22:15 UTC 2025","passed","Wed Dec 03 07:22:16 UTC 2025","","File does not exist","",""
"","0","[29] convert STATUS_ASSIGNEE field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","401","Private key is not specified","","Wed Dec 03 07:21:44 UTC 2025","passed","Wed Dec 03 07:21:44 UTC 2025","","Private key is not specified","",""
"","1","[0] convert CREATOR field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","1700","Specified field does not exist","","Wed Dec 03 07:23:50 UTC 2025","passed","Wed Dec 03 07:23:52 UTC 2025","","Specified field does not exist","",""
"","3073","Upload plugin.zip","","Wed Dec 03 07:21:43 UTC 2025","passed","Wed Dec 03 07:21:46 UTC 2025","","Upload plugin.zip","",""
"","1","存在するTypeScriptテンプレート名から正しいTemplateSourceを生成する","template/github","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","resolveGitHubTemplateSource","",""
"","0","[7] convert RICH_TEXT field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","650","App in guest space is specified without guest space ID","","Wed Dec 03 07:21:47 UTC 2025","passed","Wed Dec 03 07:21:47 UTC 2025","","App in guest space is specified without guest space ID","",""
"","4202","Skip confirmation message","","Wed Dec 03 07:22:46 UTC 2025","passed","Wed Dec 03 07:22:50 UTC 2025","","Skip confirmation message","",""
"","176","Unsupported encoding","","Wed Dec 03 07:23:30 UTC 2025","passed","Wed Dec 03 07:23:30 UTC 2025","","Unsupported encoding","",""
"","2","should return error message","AddRecordsError","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","1","[8] convert LINK field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","961","Generates a private key file","","Wed Dec 03 07:21:44 UTC 2025","passed","Wed Dec 03 07:21:45 UTC 2025","","Generates a private key file","",""
"","3","should throw error when update key field is not unique","upsertRecords","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","1","should emit deprecation warning message","stability","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","emitDeprecationWarning","",""
"","4893","Update plugin","","Wed Dec 03 07:21:46 UTC 2025","passed","Wed Dec 03 07:21:51 UTC 2025","","Update plugin","",""
"","1","can iterate from data source with index","withIndexIterator","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","36","`https-url`","validate","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","0","[10] convert RADIO_BUTTON field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","5","should throw an error when all retries are failed","retry","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","input sync function","",""
"","1","should throw an Error if specified field does not exist","userSelected","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","","",""
"","553","Valid and invalid API tokens","","Wed Dec 03 07:22:01 UTC 2025","passed","Wed Dec 03 07:22:02 UTC 2025","","Valid and invalid API tokens","",""
"","1058","API token does not have privilege to add records","","Wed Dec 03 07:22:02 UTC 2025","passed","Wed Dec 03 07:22:03 UTC 2025","","API token does not have privilege to add records","",""
"","39","指定されたURLからテンプレートを正しくダウンロード・展開する（JavaScriptテンプレート）","template/downloader","Wed Dec 03 07:21:00 UTC 2025","passed","Wed Dec 03 07:21:00 UTC 2025","","downloadAndExtractFromUrl","",""
"","37","throws an error if the contents.zip is invalid","ContentsZip","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","invalid contents.zip","",""
"","","can download files including special characters in subTable","getRecords","Wed Dec 03 07:20:59 UTC 2025","skipped","","","","",""
"","2","can get records","getRecords","Wed Dec 03 07:21:00 UTC 2025","passed","Wed Dec 03 07:21:00 UTC 2025","","","",""
"","4470","App in a space","","Wed Dec 03 07:21:47 UTC 2025","passed","Wed Dec 03 07:21:52 UTC 2025","","App in a space","",""
"","1","upper case is out of range","hex2a","Wed Dec 03 07:21:07 UTC 2025","passed","Wed Dec 03 07:21:07 UTC 2025","","","",""
"","249","Unknown option","","Wed Dec 03 07:21:43 UTC 2025","passed","Wed Dec 03 07:21:44 UTC 2025","","Unknown option","",""
"","6189","Record has a .txt file attachment","","Wed Dec 03 07:22:41 UTC 2025","passed","Wed Dec 03 07:22:47 UTC 2025","","Record has a .txt file attachment","",""
"","3","[20] convert DATETIME field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","590","Unsupported file type","","Wed Dec 03 07:23:04 UTC 2025","passed","Wed Dec 03 07:23:05 UTC 2025","","Unsupported file type","",""
"","2893","Update-key field is not set to unique (text)","","Wed Dec 03 07:23:22 UTC 2025","passed","Wed Dec 03 07:23:25 UTC 2025","","Update-key field is not set to unique (text)","",""
"","7","can download files to a specified directory","getRecords","Wed Dec 03 07:21:00 UTC 2025","passed","Wed Dec 03 07:21:00 UTC 2025","","","",""
"","1","should set ""warn"" to the log config level when log-level argument is ""warn""","logHandler","Wed Dec 03 07:21:07 UTC 2025","passed","Wed Dec 03 07:21:07 UTC 2025","","","",""
"","2","should throw error when API response is error","deleteRecords","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","1","should generate file correctly with baseDir","File Generator functions","Wed Dec 03 07:21:04 UTC 2025","passed","Wed Dec 03 07:21:04 UTC 2025","","Generate file success","",""
"","7","can read sjis encoded csv file correctly","readFile","Wed Dec 03 07:21:06 UTC 2025","passed","Wed Dec 03 07:21:06 UTC 2025","","","",""
"","0","should set ""fatal"" to the log config level when log-level argument is ""fatal""","logHandler","Wed Dec 03 07:21:07 UTC 2025","passed","Wed Dec 03 07:21:07 UTC 2025","","","",""
"","174","Specify utf8 with sjis encoded file","","Wed Dec 03 07:23:12 UTC 2025","passed","Wed Dec 03 07:23:12 UTC 2025","","Specify utf8 with sjis encoded file","",""
"","1","should throw an error when retry conditions are not match","retry","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","input sync function","",""
"","165","Invalid URL format","","Wed Dec 03 07:21:46 UTC 2025","passed","Wed Dec 03 07:21:46 UTC 2025","","Invalid URL format","",""
"","156","Login authentication is not supported","","Wed Dec 03 07:22:07 UTC 2025","passed","Wed Dec 03 07:22:07 UTC 2025","","Login authentication is not supported","",""
"","583","Incorrect username","","Wed Dec 03 07:21:49 UTC 2025","passed","Wed Dec 03 07:21:49 UTC 2025","","Incorrect username","",""
"","0","should be constructed with CsvError","ParserError","Wed Dec 03 07:21:07 UTC 2025","passed","Wed Dec 03 07:21:07 UTC 2025","","","",""
"","0","ダウンロード失敗時にエラーをスローする","template/downloader","Wed Dec 03 07:21:00 UTC 2025","passed","Wed Dec 03 07:21:00 UTC 2025","","downloadAndExtractFromUrl","",""
"","3","should return distinct local files from the manifest","sourceListV2","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","5","存在するテンプレート名でtrueを返す","template/github","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","isGitHubTemplateExists","",""
"","8673","Specify with app code and record number","","Wed Dec 03 07:22:27 UTC 2025","passed","Wed Dec 03 07:22:36 UTC 2025","","Specify with app code and record number","",""
"","89","can generate uuid with correct length","PrivateKey","Wed Dec 03 07:21:06 UTC 2025","passed","Wed Dec 03 07:21:06 UTC 2025","","","",""
"","2","should repeat given function after delay on error and return result on resolve","retry","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","input sync function","",""
"","577","Valid and invalid API tokens","","Wed Dec 03 07:22:03 UTC 2025","passed","Wed Dec 03 07:22:04 UTC 2025","","Valid and invalid API tokens","",""
"","3","should set ""debug"" to the log config level when verbose argument is true","logHandler","Wed Dec 03 07:21:07 UTC 2025","passed","Wed Dec 03 07:21:07 UTC 2025","","","",""
"","0","should display ERROR message when calling logger with ""error"" level","StandardLogger","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","","",""
"","3738","Sjis encoded file","","Wed Dec 03 07:24:06 UTC 2025","passed","Wed Dec 03 07:24:09 UTC 2025","","Sjis encoded file","",""
"","3634","API tokens for different apps","","Wed Dec 03 07:21:57 UTC 2025","passed","Wed Dec 03 07:22:01 UTC 2025","","API tokens for different apps","",""
"","1","should throw error when the field in table specified in schema does not exist on input record","upsertRecords","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","629","Specified attachment directory does not exist","","Wed Dec 03 07:22:27 UTC 2025","passed","Wed Dec 03 07:22:28 UTC 2025","","Specified attachment directory does not exist","",""
"","2","all fields have valid value","fieldInSubtableReader","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","1","[25] convert ORGANIZATION_SELECT field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","0","[14] convert CREATOR field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","1","should throw error when non-existent field is passed as update key","upsertRecords","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","2147","User does not have privilege to view records","","Wed Dec 03 07:21:44 UTC 2025","passed","Wed Dec 03 07:21:46 UTC 2025","","User does not have privilege to view records","",""
"","3734","Specify multiple fields","","Wed Dec 03 07:23:10 UTC 2025","passed","Wed Dec 03 07:23:14 UTC 2025","","Specify multiple fields","",""
"","3694","Encoding to sjis","","Wed Dec 03 07:23:27 UTC 2025","passed","Wed Dec 03 07:23:30 UTC 2025","","Encoding to sjis","",""
"","0","should throw an error when all retries are failed","retry","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","input async function","",""
"","609","Incorrect guest space ID","","Wed Dec 03 07:23:22 UTC 2025","passed","Wed Dec 03 07:23:23 UTC 2025","","Incorrect guest space ID","",""
"","17","should pass parameters to the apiClient correctly (without orderBy)","getAllRecords","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","","",""
"","2","should pass parameters to the apiClient correctly","addRecords","Wed Dec 03 07:21:00 UTC 2025","passed","Wed Dec 03 07:21:00 UTC 2025","","","",""
"","3750","Specify a field","","Wed Dec 03 07:23:43 UTC 2025","passed","Wed Dec 03 07:23:46 UTC 2025","","Specify a field","",""
"","1","should set ""info"" to the log config level when log-level argument is ""info""","logHandler","Wed Dec 03 07:21:07 UTC 2025","passed","Wed Dec 03 07:21:07 UTC 2025","","","",""
"","3710","Login authorization","","Wed Dec 03 07:22:04 UTC 2025","passed","Wed Dec 03 07:22:08 UTC 2025","","Login authorization","",""
"","2","can generate expected uuid from the private key","PrivateKey","Wed Dec 03 07:21:06 UTC 2025","passed","Wed Dec 03 07:21:06 UTC 2025","","","",""
"","1","should return error message","UpsertRecordsError","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","1","should throw error when API response is error","getRecords","Wed Dec 03 07:21:00 UTC 2025","passed","Wed Dec 03 07:21:00 UTC 2025","","","",""
"","216","No app option","","Wed Dec 03 07:21:46 UTC 2025","passed","Wed Dec 03 07:21:46 UTC 2025","","No app option","",""
"","1","should return the delete query correctly","Record command","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","Valid parameters","",""
"","4","should show progress logs correctly","ProgressLogger","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","1303","User does not have privilege to add records","","Wed Dec 03 07:21:47 UTC 2025","passed","Wed Dec 03 07:21:49 UTC 2025","","User does not have privilege to add records","",""
"","1","can iterate from data source with next value","withNextIterator","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","1","should not be set zh parameters in supportZh is false","qa","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","optional lang parameters","runPrompt","",""
"","1","should not display any message when calling logger with 'none' level","StandardLogger","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","","",""
"","572","A duplicate API token for the same app","","Wed Dec 03 07:21:59 UTC 2025","passed","Wed Dec 03 07:21:59 UTC 2025","","A duplicate API token for the same app","",""
"","3721","App in a space","","Wed Dec 03 07:21:49 UTC 2025","passed","Wed Dec 03 07:21:52 UTC 2025","","App in a space","",""
"","1","should return the arguments list of the record export correctly","Record - Subcommand","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","getArgumentsListBySubcommand","",""
"","0","[9] convert CHECK_BOX field correctly","convertFieldValue","Wed Dec 03 07:21:01 UTC 2025","passed","Wed Dec 03 07:21:01 UTC 2025","","","",""
"","7453","Record with an attachment file","","Wed Dec 03 07:22:20 UTC 2025","passed","Wed Dec 03 07:22:27 UTC 2025","","Record with an attachment file","",""
"","581","App does not exist","","Wed Dec 03 07:21:46 UTC 2025","passed","Wed Dec 03 07:21:47 UTC 2025","","App does not exist","",""
"","19","`maxFileSize`","validate","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:04 UTC 2025","","","",""
"","1","alphabet","hex2a","Wed Dec 03 07:21:07 UTC 2025","passed","Wed Dec 03 07:21:07 UTC 2025","","","",""
"","5355","Press Enter for confirmation message","","Wed Dec 03 07:23:28 UTC 2025","passed","Wed Dec 03 07:23:34 UTC 2025","","Press Enter for confirmation message","",""
"","7","package.jsonのnameフィールドを更新する","template/package-json","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","updatePackageJson","",""
"","1265","Unsupported encoding","","Wed Dec 03 07:24:09 UTC 2025","passed","Wed Dec 03 07:24:11 UTC 2025","","Unsupported encoding","",""
"","3","missing field value","fieldInSubtableReader","Wed Dec 03 07:21:03 UTC 2025","passed","Wed Dec 03 07:21:03 UTC 2025","","","",""
"","263","Base URL is not specified","","Wed Dec 03 07:21:45 UTC 2025","passed","Wed Dec 03 07:21:45 UTC 2025","","Base URL is not specified","",""
"","2","should convert csv string to JSON correctly (LF)","parseCsv","Wed Dec 03 07:21:05 UTC 2025","passed","Wed Dec 03 07:21:05 UTC 2025","","","",""
"","0","should display FATAL message when calling logger with ""fatal"" level","StandardLogger","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","","",""
"","1","should filter http(s) path","sourcelist","Wed Dec 03 07:21:02 UTC 2025","passed","Wed Dec 03 07:21:02 UTC 2025","","","",""
"","8289","Specify records with a file","","Wed Dec 03 07:22:07 UTC 2025","passed","Wed Dec 03 07:22:15 UTC 2025","","Specify records with a file","",""
"","8265","Specify record number with customized field code","","Wed Dec 03 07:22:16 UTC 2025","passed","Wed Dec 03 07:22:24 UTC 2025","","Specify record number with customized field code","",""
"","1522","Specify with incorrect app code","","Wed Dec 03 07:22:44 UTC 2025","passed","Wed Dec 03 07:22:46 UTC 2025","","Specify with incorrect app code","",""
