"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should return false if the string is not URL","util","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","isUrlString","",""
"","1","should set ""none"" to the log config level when log-level argument is ""none""","logHandler","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","","",""
"","1","'should convert empty csv string to JS…'","parseCsv","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","","",""
"","1","should throw an Error if specified field is not supported","userSelected","Fri May 08 13:49:14 UTC 2026","passed","Fri May 08 13:49:14 UTC 2026","","","",""
"","1","[$#] convert 'CREATED_TIME' field correctly","convertFieldValue","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","1","should throw an Error if specified field is in a Table field","userSelected","Fri May 08 13:49:14 UTC 2026","passed","Fri May 08 13:49:14 UTC 2026","","","",""
"","1","should not be set zh parameters in supportZh is false","qa","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","optional lang parameters","runPrompt","",""
"","1","should pass information of client certificate to the apiClient correctly","api","Fri May 08 13:49:10 UTC 2026","passed","Fri May 08 13:49:10 UTC 2026","","","",""
"","14","GITHUB_TOKEN環境変数が設定されている場合、認証ヘッダーを使用する","template/downloader","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","downloadAndExtractFromUrl","",""
"","1","should set ""warn"" to the log config level when log-level argument is ""warn""","logHandler","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","","",""
"","1","[$#] convert 'SINGLE_LINE_TEXT' field correctly","convertFieldValue","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","1","should pass parameters to the apiClient correctly","deleteAllRecords","Fri May 08 13:49:14 UTC 2026","passed","Fri May 08 13:49:14 UTC 2026","","","",""
"","1","should throw an error when retry conditions are not match","retry","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","input sync function","",""
"","1","can read utf8 encoded csv file correctly","readFile","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","","",""
"","1","[$#] convert 'SUBTABLE' field correctly","convertFieldValue","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","20","'`invalid-locales-v1`'","validate","Fri May 08 13:49:15 UTC 2026","passed","Fri May 08 13:49:15 UTC 2026","","","",""
"","5","can read sjis encoded csv file correctly","readFile","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","","",""
"","1","[$#] convert 'NUMBER' field correctly","convertFieldValue","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","28","the zip passes signature verification","PluginZip","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","","",""
"","2","should generate file correctly","File Generator functions","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","Generate file success","",""
"","1","can iterate from data source with index","withIndexIterator","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","3","name, description, homepage_urlを正しく更新する","template/manifest","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","updateManifests","",""
"","16","'`valid-locales-v1`'","validate","Fri May 08 13:49:15 UTC 2026","passed","Fri May 08 13:49:15 UTC 2026","","","",""
"","1","[$#] convert 'GROUP_SELECT' field correctly","convertFieldValue","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","36","the zip contains 3 files","PluginZip","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","","",""
"","10","should accept when username and password are provided","buildConnectionOptions with password auth","Fri May 08 13:49:14 UTC 2026","passed","Fri May 08 13:49:14 UTC 2026","","","",""
"","2","should stringify records as csv correctly","stringifier","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","","",""
"","1","[$#] convert 'TIME' field correctly","convertFieldValue","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","38","manifest v1","ContentsZip","Fri May 08 13:49:14 UTC 2026","passed","Fri May 08 13:49:14 UTC 2026","","should be able to create ContentsZip from a plugin directory","",""
"","1","should display INFO message when calling logger with ""info"" level","StandardLogger","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","18","throws an error if the contents.zip is invalid","ContentsZip","Fri May 08 13:49:14 UTC 2026","passed","Fri May 08 13:49:14 UTC 2026","","invalid contents.zip","",""
"","1","[$#] convert 'MODIFIER' field correctly","convertFieldValue","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","22","can generate uuid with correct length","PrivateKey","Fri May 08 13:49:16 UTC 2026","passed","Fri May 08 13:49:16 UTC 2026","","","",""
"","1","should display DEBUG message when calling logger with ""debug"" level","StandardLogger","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","1","should throw an Error if specified field is in a Table field","userSelected","Fri May 08 13:49:14 UTC 2026","passed","Fri May 08 13:49:14 UTC 2026","","","",""
"","1","should return result when given function is resolved","retry","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","input sync function","",""
"","3","[$#] convert 'STATUS_ASSIGNEE' field correctly","convertFieldValue","Fri May 08 13:49:11 UTC 2026","passed","Fri May 08 13:49:11 UTC 2026","","","",""
"","4","should accept when both are provided and clear api-token","buildConnectionOptions with either auth","Fri May 08 13:49:14 UTC 2026","passed","Fri May 08 13:49:14 UTC 2026","","","",""
"","1","'empty field value'","fieldInSubtableReader","Fri May 08 13:49:14 UTC 2026","passed","Fri May 08 13:49:14 UTC 2026","","","",""
