"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should repeat given function after delay on error and return result on resolve","retry","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","input async function","",""
"","3","should stringify records as csv correctly","stringifier","Thu Nov 27 01:53:38 UTC 2025","passed","Thu Nov 27 01:53:38 UTC 2025","","","",""
"","0","should pass information of client certificate to the apiClient correctly","api","Thu Nov 27 01:53:30 UTC 2025","passed","Thu Nov 27 01:53:30 UTC 2025","","","",""
"","1675","Specified field does not exist","","Thu Nov 27 01:56:15 UTC 2025","passed","Thu Nov 27 01:56:17 UTC 2025","","Specified field does not exist","",""
"","11","can detect file format correctly","readFile","Thu Nov 27 01:53:38 UTC 2025","passed","Thu Nov 27 01:53:38 UTC 2025","","","",""
"","0","should be constructed with CsvError","ParserError","Thu Nov 27 01:53:38 UTC 2025","passed","Thu Nov 27 01:53:38 UTC 2025","","","",""
"","3558","Specify a field","","Thu Nov 27 01:56:08 UTC 2025","passed","Thu Nov 27 01:56:12 UTC 2025","","Specify a field","",""
"","3616","Exported data is in CSV format","","Thu Nov 27 01:54:23 UTC 2025","passed","Thu Nov 27 01:54:26 UTC 2025","","Exported data is in CSV format","",""
"","1","should throw error because the record numbers are mixed with those with and without app code","upsertRecords","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","","",""
"","13","GITHUB_TOKEN環境変数が設定されている場合、認証ヘッダーを使用する","template/downloader","Thu Nov 27 01:53:30 UTC 2025","passed","Thu Nov 27 01:53:30 UTC 2025","","downloadAndExtractFromUrl","",""
"","3525","API token does not have privilege to edit records","","Thu Nov 27 01:56:05 UTC 2025","passed","Thu Nov 27 01:56:08 UTC 2025","","API token does not have privilege to edit records","",""
"","0","should be able to validate by validateForDescription","qa","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","validator","",""
"","34","should call updatePlugin API when the plugin have been installed on kintone","plugin upload command","Thu Nov 27 01:53:32 UTC 2025","passed","Thu Nov 27 01:53:32 UTC 2025","","","",""
"","1","string","hex2a","Thu Nov 27 01:53:38 UTC 2025","passed","Thu Nov 27 01:53:38 UTC 2025","","","",""
"","1","should pass parameters to the apiClient correctly","deleteRecords","Thu Nov 27 01:53:33 UTC 2025","passed","Thu Nov 27 01:53:33 UTC 2025","","","",""
"","1","should emit deprecation warning message","stability","Thu Nov 27 01:53:33 UTC 2025","passed","Thu Nov 27 01:53:33 UTC 2025","","emitDeprecationWarning","",""
"","1","[1] convert SINGLE_LINE_TEXT field correctly","convertFieldValue","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","","",""
"","586","Unsupported file type","","Thu Nov 27 01:54:46 UTC 2025","passed","Thu Nov 27 01:54:46 UTC 2025","","Unsupported file type","",""
"","2","should generate CSV row correctly","Helper functions","Thu Nov 27 01:53:32 UTC 2025","passed","Thu Nov 27 01:53:32 UTC 2025","","generateCsvRow","",""
"","3615","Invalid ordering with a non-existent field","","Thu Nov 27 01:55:29 UTC 2025","passed","Thu Nov 27 01:55:33 UTC 2025","","Invalid ordering with a non-existent field","",""
"","1","[8] convert LINK field correctly","convertFieldValue","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","","",""
"","6652","Multiple records have attachments","","Thu Nov 27 01:54:56 UTC 2025","passed","Thu Nov 27 01:55:02 UTC 2025","","Multiple records have attachments","",""
"","1","[3] convert UPDATED_TIME field correctly","convertFieldValue","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","","",""
"","3975","App in a guest space","","Thu Nov 27 01:55:19 UTC 2025","passed","Thu Nov 27 01:55:23 UTC 2025","","App in a guest space","",""
"","7977","Multiple attachments on a field","","Thu Nov 27 01:54:57 UTC 2025","passed","Thu Nov 27 01:55:05 UTC 2025","","Multiple attachments on a field","",""
"","5","should not fail","deleteAllRecords","Thu Nov 27 01:53:33 UTC 2025","passed","Thu Nov 27 01:53:33 UTC 2025","","","",""
"","4712","Cancel the execution by pressing ""N""","","Thu Nov 27 01:55:42 UTC 2025","passed","Thu Nov 27 01:55:47 UTC 2025","","Cancel the execution by pressing ""N""","",""
"","2","不正なJSONファイルでエラーをスローする","template/manifest","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","updateManifests","",""
"","1","不正なJSONファイルでエラーをスローする","template/package-json","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","updatePackageJson","",""
"","544","API token is a draft","","Thu Nov 27 01:54:26 UTC 2025","passed","Thu Nov 27 01:54:27 UTC 2025","","API token is a draft","",""
"","2","should replace a special character","utils/operateFilename.ts","Thu Nov 27 01:53:39 UTC 2025","passed","Thu Nov 27 01:53:39 UTC 2025","","","",""
"","176","Specified CSV does not exist","","Thu Nov 27 01:55:33 UTC 2025","passed","Thu Nov 27 01:55:33 UTC 2025","","Specified CSV does not exist","",""
"","0","[15] convert MODIFIER field correctly","convertFieldValue","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","","",""
"","641","Unsupported file type","","Thu Nov 27 01:55:32 UTC 2025","passed","Thu Nov 27 01:55:33 UTC 2025","","Unsupported file type","",""
"","618","App in guest space is specified without guest space ID","","Thu Nov 27 01:54:17 UTC 2025","passed","Thu Nov 27 01:54:18 UTC 2025","","App in guest space is specified without guest space ID","",""
"","0","toStringCause should output the correct sentence. (inner: KintoneRestAPIError with GAIA_IL23)","CliKintoneError","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","","",""
"","1","should throw error when missing required argument","Record command","Thu Nov 27 01:53:32 UTC 2025","passed","Thu Nov 27 01:53:32 UTC 2025","","Missing required parameters","",""
"","46","`https-url`","validate","Thu Nov 27 01:53:33 UTC 2025","passed","Thu Nov 27 01:53:33 UTC 2025","","","",""
"","0","[22] convert USER_SELECT field correctly","convertFieldValue","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","","",""
"","2","should throw error when API response is error","getRecords","Thu Nov 27 01:53:30 UTC 2025","passed","Thu Nov 27 01:53:30 UTC 2025","","","",""
"","1","[5] convert RICH_TEXT field correctly","convertFieldValue","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","","",""
"","2","can separate date source by group","groupByKey","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","","",""
"","1","存在しないテンプレート名でエラーをスローする","template/github","Thu Nov 27 01:53:31 UTC 2025","passed","Thu Nov 27 01:53:31 UTC 2025","","resolveGitHubTemplateSource","",""
"","439","the zip passes signature verification","PluginZip","Thu Nov 27 01:53:36 UTC 2025","passed","Thu Nov 27 01:53:37 UTC 2025","","","",""
"","664","Specified attachment directory does not exist","","Thu Nov 27 01:54:56 UTC 2025","passed","Thu Nov 27 01:54:57 UTC 2025","","Specified attachment directory does not exist","",""
