"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 24 15:29:01 GMT 2024","Thu Oct 24 15:29:10 GMT 2024","8158","","CliKintoneTest-37 Should import the records successfully with multiple attachments on a field.","","","","CliKintoneTest-37 Should import the records successfully with multiple attachments on a field.",""
"passed","Thu Oct 24 15:28:19 GMT 2024","Thu Oct 24 15:28:23 GMT 2024","3237","","CliKintoneTest-23 Should import the records with API Token successfully.","","","","CliKintoneTest-23 Should import the records with API Token successfully.",""
"passed","Thu Oct 24 15:28:39 GMT 2024","Thu Oct 24 15:28:42 GMT 2024","3594","","CliKintoneTest-87 Should return the record contents in CSV format with --username and --password options.","","","","CliKintoneTest-87 Should return the record contents in CSV format with --username and --password options.",""
"passed","Thu Oct 24 15:30:06 GMT 2024","Thu Oct 24 15:30:06 GMT 2024","584","","CliKintoneTest-171 Should return the error message when the record number field code does not exist in the CSV file.","","","","CliKintoneTest-171 Should return the error message when the record number field code does not exist in the CSV file.",""
"passed","Thu Oct 24 15:28:20 GMT 2024","Thu Oct 24 15:28:21 GMT 2024","1538","","CliKintoneTest-78 Should return the error message when the user has no privilege to view records.","","","","CliKintoneTest-78 Should return the error message when the user has no privilege to view records.",""
"passed","Thu Oct 24 15:29:18 GMT 2024","Thu Oct 24 15:29:19 GMT 2024","1444","","CliKintoneTest-143 Should return the error message when deleting records with incorrect App Code.","","","","CliKintoneTest-143 Should return the error message when deleting records with incorrect App Code.",""
"passed","Thu Oct 24 15:28:23 GMT 2024","Thu Oct 24 15:28:23 GMT 2024","578","","CliKintoneTest-15 Should return the error message when the API token is incorrect","","","","CliKintoneTest-15 Should return the error message when the API token is incorrect",""
"passed","Thu Oct 24 15:29:37 GMT 2024","Thu Oct 24 15:29:37 GMT 2024","123","","CliKintoneTest-41 Should return the error message when lacking of --file-path option.","","","","CliKintoneTest-41 Should return the error message when lacking of --file-path option.",""
"passed","Thu Oct 24 15:29:58 GMT 2024","Thu Oct 24 15:30:07 GMT 2024","8867","","CliKintoneTest-47 Should upsert the records successfully with --update-key is a Number field.","","","","CliKintoneTest-47 Should upsert the records successfully with --update-key is a Number field.",""
"passed","Thu Oct 24 15:29:09 GMT 2024","Thu Oct 24 15:29:18 GMT 2024","8317","","CliKintoneTest-142 Should delete the records of the app that have set the App Code, and the Record_number does not contain the App Code.","","","","CliKintoneTest-142 Should delete the records of the app that have set the App Code, and the Record_number does not contain the App Code.",""
