"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should filter http(s) path","sourcelist","Sat Oct 18 17:49:14 GMT 2025","passed","Sat Oct 18 17:49:14 GMT 2025","","","",""
"","1","upper case is out of range","hex2a","Sat Oct 18 17:49:19 GMT 2025","passed","Sat Oct 18 17:49:19 GMT 2025","","","",""
"","1","[30] convert SUBTABLE field correctly","convertFieldValue","Sat Oct 18 17:49:13 GMT 2025","passed","Sat Oct 18 17:49:13 GMT 2025","","","",""
"","1","should return the arguments list of the record export correctly","Record - Subcommand","Sat Oct 18 17:49:15 GMT 2025","passed","Sat Oct 18 17:49:15 GMT 2025","","getArgumentsListBySubcommand","",""
"","7208","Download attachments into a new directory","","Sat Oct 18 17:50:48 GMT 2025","passed","Sat Oct 18 17:50:55 GMT 2025","","Download attachments into a new directory","",""
"","0","[1] convert CREATED_TIME field correctly","convertFieldValue","Sat Oct 18 17:49:13 GMT 2025","passed","Sat Oct 18 17:49:13 GMT 2025","","","",""
"","1","should return the arguments list of the record delete correctly","Record - Subcommand","Sat Oct 18 17:49:15 GMT 2025","passed","Sat Oct 18 17:49:15 GMT 2025","","getArgumentsListBySubcommand","",""
"","4279","API token does not have privilege to edit records","","Sat Oct 18 17:52:19 GMT 2025","passed","Sat Oct 18 17:52:23 GMT 2025","","API token does not have privilege to edit records","",""
"","5","should throw an Error if specified field is in a Table field","userSelected","Sat Oct 18 17:49:14 GMT 2025","passed","Sat Oct 18 17:49:14 GMT 2025","","","",""
"","1","should throw error when the record number is not exists","validateRecordNumbers","Sat Oct 18 17:49:15 GMT 2025","passed","Sat Oct 18 17:49:15 GMT 2025","","","",""
"","2","should throw error when the field in table specified in schema does not exist on input record","upsertRecords","Sat Oct 18 17:49:13 GMT 2025","passed","Sat Oct 18 17:49:13 GMT 2025","","","",""
"","0","should set ""info"" to the log config level when log-level argument is ""info""","logHandler","Sat Oct 18 17:49:18 GMT 2025","passed","Sat Oct 18 17:49:18 GMT 2025","","","",""
"","326","should throw error when an undefined argument is passed","main","Sat Oct 18 17:49:16 GMT 2025","passed","Sat Oct 18 17:49:17 GMT 2025","","","",""
"","2","should be constructed with string cause","ParserError","Sat Oct 18 17:49:19 GMT 2025","passed","Sat Oct 18 17:49:19 GMT 2025","","","",""
"","2","should return result when given function is resolved","retry","Sat Oct 18 17:49:13 GMT 2025","passed","Sat Oct 18 17:49:13 GMT 2025","","input sync function","",""
"","124","Invalid URL format","","Sat Oct 18 17:50:06 GMT 2025","passed","Sat Oct 18 17:50:06 GMT 2025","","Invalid URL format","",""
"","0","[9] convert CHECK_BOX field correctly","convertFieldValue","Sat Oct 18 17:49:13 GMT 2025","passed","Sat Oct 18 17:49:13 GMT 2025","","","",""
"","10308","Specify without app code","","Sat Oct 18 17:51:05 GMT 2025","passed","Sat Oct 18 17:51:15 GMT 2025","","Specify without app code","",""
"","0","[19] convert FILE field correctly","convertFieldValue","Sat Oct 18 17:49:13 GMT 2025","passed","Sat Oct 18 17:49:13 GMT 2025","","","",""
"","2","should set ""debug"" to the log config level when verbose argument is true","logHandler","Sat Oct 18 17:49:18 GMT 2025","passed","Sat Oct 18 17:49:18 GMT 2025","","","",""
"","0","[3] convert MULTI_LINE_TEXT field correctly","convertFieldValue","Sat Oct 18 17:49:13 GMT 2025","passed","Sat Oct 18 17:49:13 GMT 2025","","","",""
"","5123","App in a space","","Sat Oct 18 17:50:09 GMT 2025","passed","Sat Oct 18 17:50:14 GMT 2025","","App in a space","",""
"","2","all fields have valid value","fieldInSubtableReader","Sat Oct 18 17:49:14 GMT 2025","passed","Sat Oct 18 17:49:14 GMT 2025","","","",""
"","7183","Download attachments into an existing directory","","Sat Oct 18 17:50:41 GMT 2025","passed","Sat Oct 18 17:50:48 GMT 2025","","Download attachments into an existing directory","",""
"","5","should throw error when the record number field code is not found","ParserError","Sat Oct 18 17:49:19 GMT 2025","passed","Sat Oct 18 17:49:19 GMT 2025","","","",""
"","0","should display DEBUG message when calling logger with ""debug"" level","StandardLogger","Sat Oct 18 17:49:13 GMT 2025","passed","Sat Oct 18 17:49:13 GMT 2025","","","",""
"","4142","Specify multiple fields","","Sat Oct 18 17:51:45 GMT 2025","passed","Sat Oct 18 17:51:49 GMT 2025","","Specify multiple fields","",""
"","123","Base URL is not specified","","Sat Oct 18 17:50:05 GMT 2025","passed","Sat Oct 18 17:50:06 GMT 2025","","Base URL is not specified","",""
"","6","should not fail","deleteRecords","Sat Oct 18 17:49:14 GMT 2025","passed","Sat Oct 18 17:49:14 GMT 2025","","","",""
"","9","should convert csv string to JSON correctly","parseCsv","Sat Oct 18 17:49:17 GMT 2025","passed","Sat Oct 18 17:49:17 GMT 2025","","","",""
"","1","should pass apiToken to the apiClient correctly","api","Sat Oct 18 17:49:12 GMT 2025","passed","Sat Oct 18 17:49:12 GMT 2025","","","",""
"","5882","App has a table","","Sat Oct 18 17:52:09 GMT 2025","passed","Sat Oct 18 17:52:15 GMT 2025","","App has a table","",""
"","2","should pass guestSpaceId to the apiClient correctly","api","Sat Oct 18 17:49:12 GMT 2025","passed","Sat Oct 18 17:49:12 GMT 2025","","","",""
"","612","API token is a draft","","Sat Oct 18 17:50:25 GMT 2025","passed","Sat Oct 18 17:50:25 GMT 2025","","API token is a draft","",""
"","9953","Specify record number with customized field code","","Sat Oct 18 17:50:42 GMT 2025","passed","Sat Oct 18 17:50:52 GMT 2025","","Specify record number with customized field code","",""
"","1248","Record data with required field empty","","Sat Oct 18 17:53:10 GMT 2025","passed","Sat Oct 18 17:53:11 GMT 2025","","Record data with required field empty","",""
