"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should throw an Error if specified field does not exist","userSelected","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","","",""
"","1","should throw error because the record number is invalid","upsertRecords","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","","",""
"","7","can download files in subtable to a specified directory","getRecords","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","","",""
"","1","should throw error because the record numbers are mixed with those with and without app code","upsertRecords","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","","",""
"","1","should replace placeholders correctly","Helper functions","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","replacePlaceholders","",""
"","1","[21] convert USER_SELECT field correctly","convertFieldValue","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","","",""
"","3","should emit experimental warning message","stability","Fri Oct 31 11:45:47 GMT 2025","passed","Fri Oct 31 11:45:47 GMT 2025","","emitExperimentalWarning","",""
"","4","throws for out of range","hex2a","Fri Oct 31 11:45:50 GMT 2025","passed","Fri Oct 31 11:45:50 GMT 2025","","","",""
"","3265","API token does not have delete permission","","Sat Nov 01 15:02:17 GMT 2025","passed","Sat Nov 01 15:02:20 GMT 2025","","API token does not have delete permission","",""
"","184","can generate uuid with correct length","PrivateKey","Fri Oct 31 11:45:50 GMT 2025","passed","Fri Oct 31 11:45:50 GMT 2025","","","",""
"","1367","Specify with incorrect app code","","Sat Nov 01 15:03:14 GMT 2025","passed","Sat Nov 01 15:03:15 GMT 2025","","Specify with incorrect app code","",""
"","601","Password is not specified","","Sat Nov 01 15:02:22 GMT 2025","passed","Sat Nov 01 15:02:23 GMT 2025","","Password is not specified","",""
"","6","should generate file correctly","File Generator functions","Fri Oct 31 11:45:49 GMT 2025","passed","Fri Oct 31 11:45:49 GMT 2025","","Generate file success","",""
"","1248","App does not have records","","Sat Nov 01 15:03:41 GMT 2025","passed","Sat Nov 01 15:03:42 GMT 2025","","App does not have records","",""
"","5764","Record has a .txt file attachment","","Sat Nov 01 15:03:11 GMT 2025","passed","Sat Nov 01 15:03:17 GMT 2025","","Record has a .txt file attachment","",""
"","3560","App in a guest space","","Sat Nov 01 15:04:22 GMT 2025","passed","Sat Nov 01 15:04:25 GMT 2025","","App in a guest space","",""
"","164","Unknown subcommand","","Sat Nov 01 15:02:17 GMT 2025","passed","Sat Nov 01 15:02:17 GMT 2025","","Unknown subcommand","",""
"","3600","Specify a field","","Sat Nov 01 15:03:35 GMT 2025","passed","Sat Nov 01 15:03:39 GMT 2025","","Specify a field","",""
"","529","Valid and invalid API tokens","","Sat Nov 01 15:02:35 GMT 2025","passed","Sat Nov 01 15:02:36 GMT 2025","","Valid and invalid API tokens","",""
"","1","should return error message","DeleteRecordsError","Fri Oct 31 11:45:50 GMT 2025","passed","Fri Oct 31 11:45:50 GMT 2025","","","",""
"","3668","Invalid API token and valid login information","","Sat Nov 01 15:02:22 GMT 2025","passed","Sat Nov 01 15:02:26 GMT 2025","","Invalid API token and valid login information","",""
"","1072","API token does not have privilege to add records","","Sat Nov 01 15:02:34 GMT 2025","passed","Sat Nov 01 15:02:35 GMT 2025","","API token does not have privilege to add records","",""
"","1","should set ""debug"" to the log config level when log-level argument is ""debug""","logHandler","Fri Oct 31 11:45:50 GMT 2025","passed","Fri Oct 31 11:45:50 GMT 2025","","","",""
"","274","should throw error when an undefined command is passed","main","Fri Oct 31 11:45:48 GMT 2025","passed","Fri Oct 31 11:45:48 GMT 2025","","","",""
"","5084","Press Enter for confirmation message","","Sat Nov 01 15:03:56 GMT 2025","passed","Sat Nov 01 15:04:01 GMT 2025","","Press Enter for confirmation message","",""
"","1","should display WARN message when calling logger with ""warn"" level","StandardLogger","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","","",""
"","0","should throw an error when retry conditions are not match","retry","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","input async function","",""
"","1","should pass guestSpaceId to the apiClient correctly","api","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","","",""
"","19","manifest v2","ContentsZip","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","should be able to create ContentsZip from a plugin directory","",""
"","3","should generate CSV row correctly","Helper functions","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","generateCsvRow","",""
"","9645","Attachments on multiple fields","","Sat Nov 01 15:03:07 GMT 2025","passed","Sat Nov 01 15:03:16 GMT 2025","","Attachments on multiple fields","",""
"","1005","Specify a field in a table","","Sat Nov 01 15:03:43 GMT 2025","passed","Sat Nov 01 15:03:44 GMT 2025","","Specify a field in a table","",""
"","1","[26] convert GROUP_SELECT field correctly","convertFieldValue","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","","",""
"","1","should convert empty array to csv string correctly","csvStringifier","Fri Oct 31 11:45:47 GMT 2025","passed","Fri Oct 31 11:45:47 GMT 2025","","","",""
"","595","Incorrect guest space ID","","Sat Nov 01 15:03:24 GMT 2025","passed","Sat Nov 01 15:03:24 GMT 2025","","Incorrect guest space ID","",""
"","628","Specified attachment directory does not exist","","Sat Nov 01 15:02:58 GMT 2025","passed","Sat Nov 01 15:02:59 GMT 2025","","Specified attachment directory does not exist","",""
"","1","upper case is out of range","hex2a","Fri Oct 31 11:45:50 GMT 2025","passed","Fri Oct 31 11:45:50 GMT 2025","","","",""
"","7870","Specify record number with customized field code","","Sat Nov 01 15:02:48 GMT 2025","passed","Sat Nov 01 15:02:56 GMT 2025","","Specify record number with customized field code","",""
"","1","[15] convert MODIFIER field correctly","convertFieldValue","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","","",""
"","0","[15] convert DATE field correctly","convertFieldValue","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","","",""
"","31","throws an error if the contents.zip is invalid","ContentsZip","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","invalid contents.zip","",""
"","0","should display FATAL message when calling logger with ""fatal"" level","StandardLogger","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","","",""
"","1","[7] convert RICH_TEXT field correctly","convertFieldValue","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","","",""
"","1","should make the file list unique","sourcelist","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","","",""
"","0","should throw an error when all retries are failed","retry","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","input async function","",""
"","1","should throw error when the field specified in schema does not exist on input record","upsertRecords","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","","",""
"","2","should return error message","DeleteAllRecordsError","Fri Oct 31 11:45:50 GMT 2025","passed","Fri Oct 31 11:45:50 GMT 2025","","","",""
"","6","should throw an Error if specified field is in a Table field","userSelected","Fri Oct 31 11:45:46 GMT 2025","passed","Fri Oct 31 11:45:46 GMT 2025","","","",""
"","3","should throw an error when all retries are failed","retry","Fri Oct 31 11:45:45 GMT 2025","passed","Fri Oct 31 11:45:45 GMT 2025","","input sync function","",""
