"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","formLayout should create schema correctly","createSchema","Sat Oct 11 13:25:18 GMT 2025","passed","Sat Oct 11 13:25:18 GMT 2025","","","",""
"","765","Incorrect API token","","Sat Oct 11 13:26:03 GMT 2025","passed","Sat Oct 11 13:26:04 GMT 2025","","Incorrect API token","",""
"","1","should display DEBUG message when calling logger with ""debug"" level","StandardLogger","Sat Oct 11 13:25:13 GMT 2025","passed","Sat Oct 11 13:25:13 GMT 2025","","","",""
"","1","should throw error when the record number is mixed","validateRecordNumbers","Sat Oct 11 13:25:15 GMT 2025","passed","Sat Oct 11 13:25:15 GMT 2025","","","",""
"","3","throws error if format is JSON and encoding is not 'utf8'","readFile","Sat Oct 11 13:25:18 GMT 2025","passed","Sat Oct 11 13:25:18 GMT 2025","","","",""
"","3133","App does not have records","","Sat Oct 11 13:28:18 GMT 2025","passed","Sat Oct 11 13:28:21 GMT 2025","","App does not have records","",""
"","1","alphabet","hex2a","Sat Oct 11 13:25:18 GMT 2025","passed","Sat Oct 11 13:25:18 GMT 2025","","","",""
"","1","should throw error when the field specified in schema does not exist on input record","upsertRecords","Sat Oct 11 13:25:13 GMT 2025","passed","Sat Oct 11 13:25:13 GMT 2025","","","",""
"","1","[9] convert UPDATED_TIME field correctly","convertFieldValue","Sat Oct 11 13:25:12 GMT 2025","passed","Sat Oct 11 13:25:12 GMT 2025","","","",""
"","1","can iterate from data source with next value","withNextIterator","Sat Oct 11 13:25:12 GMT 2025","passed","Sat Oct 11 13:25:12 GMT 2025","","","",""
"","10802","Specify record number with customized field code","","Sat Oct 11 13:26:39 GMT 2025","passed","Sat Oct 11 13:26:50 GMT 2025","","Specify record number with customized field code","",""
"","0","[16] convert DATE field correctly","convertFieldValue","Sat Oct 11 13:25:13 GMT 2025","passed","Sat Oct 11 13:25:13 GMT 2025","","","",""
"","4","should return a file list including the manifest","sourcelist","Sat Oct 11 13:25:14 GMT 2025","passed","Sat Oct 11 13:25:14 GMT 2025","","","",""
"","730","Incorrect guest space ID","","Sat Oct 11 13:27:27 GMT 2025","passed","Sat Oct 11 13:27:28 GMT 2025","","Incorrect guest space ID","",""
"","0","should pass information of client certificate and proxy server to the apiClient correctly","api","Sat Oct 11 13:25:12 GMT 2025","passed","Sat Oct 11 13:25:12 GMT 2025","","","",""
"","121","Base URL is not specified","","Sat Oct 11 13:26:00 GMT 2025","passed","Sat Oct 11 13:26:00 GMT 2025","","Base URL is not specified","",""
"","1","[9] convert CHECK_BOX field correctly","convertFieldValue","Sat Oct 11 13:25:13 GMT 2025","passed","Sat Oct 11 13:25:13 GMT 2025","","","",""
"","2","should throw error when API response is error","deleteAllRecords","Sat Oct 11 13:25:14 GMT 2025","passed","Sat Oct 11 13:25:14 GMT 2025","","","",""
"","3240","Specified record does not exist","","Sat Oct 11 13:26:50 GMT 2025","passed","Sat Oct 11 13:26:53 GMT 2025","","Specified record does not exist","",""
"","1","should pass parameters to the apiClient correctly","deleteRecords","Sat Oct 11 13:25:14 GMT 2025","passed","Sat Oct 11 13:25:14 GMT 2025","","","",""
"","1","[13] convert TIME field correctly","convertFieldValue","Sat Oct 11 13:25:12 GMT 2025","passed","Sat Oct 11 13:25:12 GMT 2025","","","",""
"","663","Valid and invalid API tokens","","Sat Oct 11 13:26:23 GMT 2025","passed","Sat Oct 11 13:26:24 GMT 2025","","Valid and invalid API tokens","",""
"","1","should emit deprecation warning message","stability","Sat Oct 11 13:25:15 GMT 2025","passed","Sat Oct 11 13:25:15 GMT 2025","","emitDeprecationWarning","",""
"","1","should be constructed with CsvError","ParserError","Sat Oct 11 13:25:18 GMT 2025","passed","Sat Oct 11 13:25:18 GMT 2025","","","",""
"","128","File path is not specified","","Sat Oct 11 13:26:38 GMT 2025","passed","Sat Oct 11 13:26:38 GMT 2025","","File path is not specified","",""
"","5","should throw an Error if specified field is in a Table field","userSelected","Sat Oct 11 13:25:14 GMT 2025","passed","Sat Oct 11 13:25:14 GMT 2025","","","",""
"","4926","App in a space","","Sat Oct 11 13:26:01 GMT 2025","passed","Sat Oct 11 13:26:06 GMT 2025","","App in a space","",""
"","2","empty string","hex2a","Sat Oct 11 13:25:18 GMT 2025","passed","Sat Oct 11 13:25:18 GMT 2025","","","",""
