"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5603","Delete all records","","Fri Jun 12 04:34:21 UTC 2026","passed","Fri Jun 12 04:34:26 UTC 2026","","Delete all records","",""
"","2","does not retry on non-KintoneRestAPIError","isRetryableKintoneError","Fri Jun 12 04:33:15 UTC 2026","passed","Fri Jun 12 04:33:15 UTC 2026","","","",""
"","1","preserves sandbox: false (not stripped) when serialized","buildPluginInfoJson","Fri Jun 12 04:33:18 UTC 2026","passed","Fri Jun 12 04:33:18 UTC 2026","","","",""
"","4812","App in a guest space (record import)","","Fri Jun 12 04:34:34 UTC 2026","passed","Fri Jun 12 04:34:39 UTC 2026","","App in a guest space (record import)","",""
"","0","[$#] convert 'ORGANIZATION_SELECT' field correctly","convertFieldValue","Fri Jun 12 04:33:15 UTC 2026","passed","Fri Jun 12 04:33:15 UTC 2026","","","",""
"","826","API token is a draft","","Fri Jun 12 04:34:11 UTC 2026","passed","Fri Jun 12 04:34:12 UTC 2026","","API token is a draft","",""
"","4246","Login authorization - short password option","","Fri Jun 12 04:34:47 UTC 2026","passed","Fri Jun 12 04:34:52 UTC 2026","","Login authorization - short password option","",""
"","2","[$#] convert 'CHECK_BOX' field correctly","convertFieldValue","Fri Jun 12 04:33:16 UTC 2026","passed","Fri Jun 12 04:33:16 UTC 2026","","","",""
"","422","should reject when no auth is provided","record export","Fri Jun 12 04:33:18 UTC 2026","passed","Fri Jun 12 04:33:18 UTC 2026","","","",""
"","317","Generates a private key file","","Fri Jun 12 04:34:08 UTC 2026","passed","Fri Jun 12 04:34:08 UTC 2026","","Generates a private key file","",""
"","3","should stringify records as csv correctly (iterative)","stringifier","Fri Jun 12 04:33:23 UTC 2026","passed","Fri Jun 12 04:33:23 UTC 2026","","","",""
"","78","'`https-url`'","validate","Fri Jun 12 04:33:21 UTC 2026","passed","Fri Jun 12 04:33:21 UTC 2026","","","",""
"","9793","Upsert by record number","","Fri Jun 12 04:34:29 UTC 2026","passed","Fri Jun 12 04:34:39 UTC 2026","","Upsert by record number","",""
"","15","can download files to a specified directory","getRecords","Fri Jun 12 04:33:14 UTC 2026","passed","Fri Jun 12 04:33:14 UTC 2026","","","",""
"","4718","Invalid API token and valid login information","","Fri Jun 12 04:34:16 UTC 2026","passed","Fri Jun 12 04:34:21 UTC 2026","","Invalid API token and valid login information","",""
"","1","should pass information of proxy server to the apiClient correctly","api","Fri Jun 12 04:33:14 UTC 2026","passed","Fri Jun 12 04:33:14 UTC 2026","","","",""
"","1","[$#] convert 'LINK' field correctly","convertFieldValue","Fri Jun 12 04:33:15 UTC 2026","passed","Fri Jun 12 04:33:15 UTC 2026","","","",""
