"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should filter http(s) path","sourcelist","Fri Nov 14 22:38:31 UTC 2025","passed","Fri Nov 14 22:38:31 UTC 2025","","","",""
"","1","should throw error because the record numbers are mixed with those with and without app code","upsertRecords","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","","",""
"","10243","Upsert by record number","","Fri Nov 14 22:44:52 UTC 2025","passed","Fri Nov 14 22:45:02 UTC 2025","","Upsert by record number","",""
"","741","Valid and invalid API tokens","","Fri Nov 14 22:43:31 UTC 2025","passed","Fri Nov 14 22:43:32 UTC 2025","","Valid and invalid API tokens","",""
"","4514","API tokens for different apps","","Fri Nov 14 22:43:27 UTC 2025","passed","Fri Nov 14 22:43:31 UTC 2025","","API tokens for different apps","",""
"","9049","Record has multiple attachments","","Fri Nov 14 22:44:13 UTC 2025","passed","Fri Nov 14 22:44:23 UTC 2025","","Record has multiple attachments","",""
"","1","[29] convert STATUS_ASSIGNEE field correctly","convertFieldValue","Fri Nov 14 22:38:29 UTC 2025","passed","Fri Nov 14 22:38:29 UTC 2025","","","",""
"","4","should throw error when generating unsupported file extension","File Generator functions","Fri Nov 14 22:38:32 UTC 2025","passed","Fri Nov 14 22:38:32 UTC 2025","","","",""
"","758","API token is a draft","","Fri Nov 14 22:43:25 UTC 2025","passed","Fri Nov 14 22:43:26 UTC 2025","","API token is a draft","",""
"","767","Record number is not specified in a file","","Fri Nov 14 22:45:28 UTC 2025","passed","Fri Nov 14 22:45:29 UTC 2025","","Record number is not specified in a file","",""
"","1","should return the correct record number from CSV with subtable","parseCsv","Fri Nov 14 22:38:35 UTC 2025","passed","Fri Nov 14 22:38:35 UTC 2025","","","",""
"","1","number","hex2a","Fri Nov 14 22:38:35 UTC 2025","passed","Fri Nov 14 22:38:35 UTC 2025","","","",""
"","0","[18] convert TIME field correctly","convertFieldValue","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","","",""
"","0","[8] convert CALC field correctly","convertFieldValue","Fri Nov 14 22:38:29 UTC 2025","passed","Fri Nov 14 22:38:29 UTC 2025","","","",""
"","2","should stringify records as csv correctly (iterative)","stringifier","Fri Nov 14 22:38:35 UTC 2025","passed","Fri Nov 14 22:38:35 UTC 2025","","","",""
"","4777","API token does not have delete permission","","Fri Nov 14 22:43:10 UTC 2025","passed","Fri Nov 14 22:43:14 UTC 2025","","API token does not have delete permission","",""
"","4828","App in a space","","Fri Nov 14 22:43:16 UTC 2025","passed","Fri Nov 14 22:43:21 UTC 2025","","App in a space","",""
"","1","should throw error when the field specified in schema does not exist on input record","upsertRecords","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","","",""
"","1","should convert csv string with no record to JSON correctly","parseCsv","Fri Nov 14 22:38:34 UTC 2025","passed","Fri Nov 14 22:38:34 UTC 2025","","","",""
"","0","[15] convert DATE field correctly","convertFieldValue","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","","",""
"","1","should set ""error"" to the log config level when log-level argument is ""error""","logHandler","Fri Nov 14 22:38:35 UTC 2025","passed","Fri Nov 14 22:38:35 UTC 2025","","","",""
"","3224","Continue uploading by pressing ""Y""","","Fri Nov 14 22:43:19 UTC 2025","passed","Fri Nov 14 22:43:22 UTC 2025","","Continue uploading by pressing ""Y""","",""
"","2","can get records","getRecords","Fri Nov 14 22:38:29 UTC 2025","passed","Fri Nov 14 22:38:29 UTC 2025","","","",""
"","1","should convert kintone records to csv string correctly when FILE included and with attachmentsDir option","csvStringifier","Fri Nov 14 22:38:32 UTC 2025","passed","Fri Nov 14 22:38:32 UTC 2025","","","",""
"","2048","Specify a field in a table","","Fri Nov 14 22:45:49 UTC 2025","passed","Fri Nov 14 22:45:51 UTC 2025","","Specify a field in a table","",""
"","1","should throw error when file path is invalid","File Generator functions","Fri Nov 14 22:38:32 UTC 2025","passed","Fri Nov 14 22:38:32 UTC 2025","","","",""
"","1","should replace a special character","utils/operateFilename.ts","Fri Nov 14 22:38:35 UTC 2025","passed","Fri Nov 14 22:38:35 UTC 2025","","","",""
"","1","should return the arguments list of the record delete correctly","Record - Subcommand","Fri Nov 14 22:38:32 UTC 2025","passed","Fri Nov 14 22:38:32 UTC 2025","","getArgumentsListBySubcommand","",""
"","1","can generate expected uuid from the private key","PrivateKey","Fri Nov 14 22:38:34 UTC 2025","passed","Fri Nov 14 22:38:34 UTC 2025","","","",""
"","1","should throw error when missing required argument","Record command","Fri Nov 14 22:38:31 UTC 2025","passed","Fri Nov 14 22:38:31 UTC 2025","","Missing required parameters","",""
"","173","Specify utf8 with sjis encoded file","","Fri Nov 14 22:45:01 UTC 2025","passed","Fri Nov 14 22:45:01 UTC 2025","","Specify utf8 with sjis encoded file","",""
"","1","should pass guestSpaceId to the apiClient correctly","api","Fri Nov 14 22:38:29 UTC 2025","passed","Fri Nov 14 22:38:29 UTC 2025","","","",""
"","2","should pass parameters to the apiClient correctly","deleteRecords","Fri Nov 14 22:38:31 UTC 2025","passed","Fri Nov 14 22:38:31 UTC 2025","","","",""
"","1499","App does not have records","","Fri Nov 14 22:45:02 UTC 2025","passed","Fri Nov 14 22:45:04 UTC 2025","","App does not have records","",""
"","2","should repeat given function after delay on error and return result on resolve","retry","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","input async function","",""
"","3988","Specify a table","","Fri Nov 14 22:45:05 UTC 2025","passed","Fri Nov 14 22:45:09 UTC 2025","","Specify a table","",""
"","652","Display plugin info in JSON format","","Fri Nov 14 22:43:10 UTC 2025","passed","Fri Nov 14 22:43:10 UTC 2025","","Display plugin info in JSON format","",""
"","5","should throw error when the record number field code is not found","ParserError","Fri Nov 14 22:38:35 UTC 2025","passed","Fri Nov 14 22:38:35 UTC 2025","","","",""
"","1","should convert empty array to csv string correctly","csvStringifier","Fri Nov 14 22:38:32 UTC 2025","passed","Fri Nov 14 22:38:32 UTC 2025","","","",""
"","5","should upsert records correctly with record numbers on local and kintone have app code","upsertRecords","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","","",""
"","691","Valid and invalid API tokens","","Fri Nov 14 22:43:38 UTC 2025","passed","Fri Nov 14 22:43:39 UTC 2025","","Valid and invalid API tokens","",""
"","1","[27] convert GROUP_SELECT field correctly","convertFieldValue","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","","",""
"","1","should convert empty csv string to JSON correctly","parseCsv","Fri Nov 14 22:38:34 UTC 2025","passed","Fri Nov 14 22:38:34 UTC 2025","","","",""
"","4584","Condition query - short option","","Fri Nov 14 22:44:39 UTC 2025","passed","Fri Nov 14 22:44:44 UTC 2025","","Condition query - short option","",""
"","5","should convert kintone records to csv string correctly","csvStringifier","Fri Nov 14 22:38:32 UTC 2025","passed","Fri Nov 14 22:38:32 UTC 2025","","","",""
"","1","can read utf8 encoded csv file correctly","readFile","Fri Nov 14 22:38:35 UTC 2025","passed","Fri Nov 14 22:38:35 UTC 2025","","","",""
"","9","should not fail","addRecords","Fri Nov 14 22:38:29 UTC 2025","passed","Fri Nov 14 22:38:29 UTC 2025","","","",""
"","2","should throw error when attachmentsDir is NOT given","addRecords","Fri Nov 14 22:38:29 UTC 2025","passed","Fri Nov 14 22:38:29 UTC 2025","","","",""
"","3422","Upload plugin.zip","","Fri Nov 14 22:43:10 UTC 2025","passed","Fri Nov 14 22:43:13 UTC 2025","","Upload plugin.zip","",""
"","4122","Utf8 encoded file","","Fri Nov 14 22:46:02 UTC 2025","passed","Fri Nov 14 22:46:06 UTC 2025","","Utf8 encoded file","",""
"","1","[24] convert ORGANIZATION_SELECT field correctly","convertFieldValue","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","","",""
"","649","Pack a plugin","","Fri Nov 14 22:43:09 UTC 2025","passed","Fri Nov 14 22:43:10 UTC 2025","","Pack a plugin","",""
"","46","`url`","validate","Fri Nov 14 22:38:32 UTC 2025","passed","Fri Nov 14 22:38:32 UTC 2025","","","",""
"","1","should return TRUE if two buffers are the same","Helper functions","Fri Nov 14 22:38:31 UTC 2025","passed","Fri Nov 14 22:38:31 UTC 2025","","compareBuffers","",""
"","1","should throw error when the record number is not exists","validateRecordNumbers","Fri Nov 14 22:38:32 UTC 2025","passed","Fri Nov 14 22:38:32 UTC 2025","","","",""
"","1","should make the file list unique","sourcelist","Fri Nov 14 22:38:31 UTC 2025","passed","Fri Nov 14 22:38:31 UTC 2025","","","",""
"","1","[11] convert DROP_DOWN field correctly","convertFieldValue","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","","",""
"","0","[27] convert CATEGORY field correctly","convertFieldValue","Fri Nov 14 22:38:29 UTC 2025","passed","Fri Nov 14 22:38:29 UTC 2025","","","",""
"","235","Get help","","Fri Nov 14 22:43:10 UTC 2025","passed","Fri Nov 14 22:43:11 UTC 2025","","Get help","",""
"","1","[16] convert MULTI_SELECT field correctly","convertFieldValue","Fri Nov 14 22:38:29 UTC 2025","passed","Fri Nov 14 22:38:29 UTC 2025","","","",""
"","413","Get version","","Fri Nov 14 22:43:10 UTC 2025","passed","Fri Nov 14 22:43:10 UTC 2025","","Get version","",""
"","2","should generate fieldCode array correctly (data without subtable)","buildHeaderFields","Fri Nov 14 22:38:31 UTC 2025","passed","Fri Nov 14 22:38:31 UTC 2025","","","",""
"","1","should throw error when update key field does not exist on input record","upsertRecords","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","","",""
"","1","[22] convert USER_SELECT field correctly","convertFieldValue","Fri Nov 14 22:38:30 UTC 2025","passed","Fri Nov 14 22:38:30 UTC 2025","","","",""
"","0","empty field value","fieldInSubtableReader","Fri Nov 14 22:38:31 UTC 2025","passed","Fri Nov 14 22:38:31 UTC 2025","","","",""
"","1","should includes a Record Number field","addRecords","Fri Nov 14 22:38:29 UTC 2025","passed","Fri Nov 14 22:38:29 UTC 2025","","","",""
"","1","should return the delete query correctly","Record command","Fri Nov 14 22:38:31 UTC 2025","passed","Fri Nov 14 22:38:31 UTC 2025","","Valid parameters","",""
"","6329","App has a table","","Fri Nov 14 22:45:23 UTC 2025","passed","Fri Nov 14 22:45:30 UTC 2025","","App has a table","",""
"","160","Unsupported encoding","","Fri Nov 14 22:45:02 UTC 2025","passed","Fri Nov 14 22:45:02 UTC 2025","","Unsupported encoding","",""
