"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","should pass information of client certificate to the apiClient correctly","api","Sat May 16 21:08:04 UTC 2026","passed","Sat May 16 21:08:04 UTC 2026","","","",""
"","307","should reject when no auth is provided","customize apply","Sat May 16 21:08:07 UTC 2026","passed","Sat May 16 21:08:07 UTC 2026","","","",""
"","1023","Specified app does not exist","","Sat May 16 21:08:51 UTC 2026","passed","Sat May 16 21:08:52 UTC 2026","","Specified app does not exist","",""
"","1373","Specified field does not exist","","Sat May 16 21:09:04 UTC 2026","passed","Sat May 16 21:09:05 UTC 2026","","Specified field does not exist","",""
"","209","Specified CSV does not exist","","Sat May 16 21:09:13 UTC 2026","passed","Sat May 16 21:09:13 UTC 2026","","Specified CSV does not exist","",""
"","1","should return distinct local files from the manifest","sourceListV2","Sat May 16 21:08:08 UTC 2026","passed","Sat May 16 21:08:08 UTC 2026","","","",""
"","1","should throw an Error if specified field is in a Table field","userSelected","Sat May 16 21:08:07 UTC 2026","passed","Sat May 16 21:08:07 UTC 2026","","","",""
"","872","Specified attachment file does not exist","","Sat May 16 21:09:11 UTC 2026","passed","Sat May 16 21:09:12 UTC 2026","","Specified attachment file does not exist","",""
"","1","[$#] convert 'CHECK_BOX' field correctly","convertFieldValue","Sat May 16 21:08:04 UTC 2026","passed","Sat May 16 21:08:04 UTC 2026","","","",""
"","4","should accept when both are provided and clear api-token","buildConnectionOptions with either auth","Sat May 16 21:08:07 UTC 2026","passed","Sat May 16 21:08:07 UTC 2026","","","",""
"","1","should return result when given function is resolved","retry","Sat May 16 21:08:04 UTC 2026","passed","Sat May 16 21:08:04 UTC 2026","","input sync function","",""
"","1","should display TRACE message when calling logger with ""trace"" level","StandardLogger","Sat May 16 21:08:05 UTC 2026","passed","Sat May 16 21:08:05 UTC 2026","","","",""
"","1","[$#] convert 'RADIO_BUTTON' field correctly","convertFieldValue","Sat May 16 21:08:04 UTC 2026","passed","Sat May 16 21:08:04 UTC 2026","","","",""
"","1","[$#] convert 'STATUS_ASSIGNEE' field correctly","convertFieldValue","Sat May 16 21:08:04 UTC 2026","passed","Sat May 16 21:08:04 UTC 2026","","","",""
"","1","[$#] convert 'ORGANIZATION_SELECT' field correctly","convertFieldValue","Sat May 16 21:08:04 UTC 2026","passed","Sat May 16 21:08:04 UTC 2026","","","",""
"","9355","Record has multiple attachments","","Sat May 16 21:09:29 UTC 2026","passed","Sat May 16 21:09:39 UTC 2026","","Record has multiple attachments","",""
"","2","should replace placeholders correctly","Helper functions","Sat May 16 21:08:07 UTC 2026","passed","Sat May 16 21:08:07 UTC 2026","","replacePlaceholders","",""
"","12026","Sjis encoded file","","Sat May 16 21:09:08 UTC 2026","passed","Sat May 16 21:09:20 UTC 2026","","Sjis encoded file","",""
"","11895","Specify without app code","","Sat May 16 21:09:07 UTC 2026","passed","Sat May 16 21:09:19 UTC 2026","","Specify without app code","",""
"","2","'should throw error when non-existent …'","upsertRecords","Sat May 16 21:08:04 UTC 2026","passed","Sat May 16 21:08:04 UTC 2026","","","",""
"","201","Specify utf8 with sjis encoded file","","Sat May 16 21:08:57 UTC 2026","passed","Sat May 16 21:08:57 UTC 2026","","Specify utf8 with sjis encoded file","",""
"","551","Get version","","Sat May 16 21:08:52 UTC 2026","passed","Sat May 16 21:08:52 UTC 2026","","Get version","",""
"","2","should throw error when attachmentsDir is NOT given","addRecords","Sat May 16 21:08:04 UTC 2026","passed","Sat May 16 21:08:04 UTC 2026","","","",""
"","10392","Record with an attachment file","","Sat May 16 21:09:11 UTC 2026","passed","Sat May 16 21:09:22 UTC 2026","","Record with an attachment file","",""
