"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1447","URL does not exist","","Sat Jan 24 17:56:51 UTC 2026","passed","Sat Jan 24 17:56:52 UTC 2026","","URL does not exist","",""
"","2","should pass basic auth params to the apiClient correctly","api","Sat Jan 24 17:56:04 UTC 2026","passed","Sat Jan 24 17:56:04 UTC 2026","","","",""
"","1","should set ""none"" to the log config level when log-level argument is ""none""","logHandler","Sat Jan 24 17:56:08 UTC 2026","passed","Sat Jan 24 17:56:08 UTC 2026","","","",""
"","1","should return true if the string is URL","util","Sat Jan 24 17:56:09 UTC 2026","passed","Sat Jan 24 17:56:09 UTC 2026","","isUrlString","",""
"","692","No app option","","Sat Jan 24 17:56:51 UTC 2026","passed","Sat Jan 24 17:56:52 UTC 2026","","No app option","",""
"","716","Unknown subcommand","","Sat Jan 24 17:56:50 UTC 2026","passed","Sat Jan 24 17:56:51 UTC 2026","","Unknown subcommand","",""
"","4741","Exported data is in CSV format","","Sat Jan 24 17:56:59 UTC 2026","passed","Sat Jan 24 17:57:04 UTC 2026","","Exported data is in CSV format","",""
"","2","should throw error when the record number field code is not found","ParserError","Sat Jan 24 17:56:09 UTC 2026","passed","Sat Jan 24 17:56:09 UTC 2026","","","",""
"","42","should call updatePlugin API when the plugin have been installed on kintone","plugin upload command","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","2","should display TRACE message when calling logger with ""trace"" level","StandardLogger","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","878","Packages a plugin to a custom output path","","Sat Jan 24 17:56:50 UTC 2026","passed","Sat Jan 24 17:56:51 UTC 2026","","Packages a plugin to a custom output path","",""
"","2","should generate file correctly with baseDir","File Generator functions","Sat Jan 24 17:56:07 UTC 2026","passed","Sat Jan 24 17:56:07 UTC 2026","","Generate file success","",""
"","11","manifest v2","ContentsZip","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","should be able to create ContentsZip from a plugin directory","",""
"","12926","Attachments on multiple fields","","Sat Jan 24 17:57:29 UTC 2026","passed","Sat Jan 24 17:57:42 UTC 2026","","Attachments on multiple fields","",""
"","1","should display ERROR message when calling logger with ""error"" level","StandardLogger","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","5016","Valid ordering","","Sat Jan 24 17:57:36 UTC 2026","passed","Sat Jan 24 17:57:41 UTC 2026","","Valid ordering","",""
"","930","Generates a private key file","","Sat Jan 24 17:56:50 UTC 2026","passed","Sat Jan 24 17:56:51 UTC 2026","","Generates a private key file","",""
"","1","[$#] convert 'STATUS' field correctly","convertFieldValue","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","2","should pass parameters to the apiClient correctly","addRecords","Sat Jan 24 17:56:04 UTC 2026","passed","Sat Jan 24 17:56:04 UTC 2026","","","",""
"","4417","Invalid condition query","","Sat Jan 24 17:57:27 UTC 2026","passed","Sat Jan 24 17:57:32 UTC 2026","","Invalid condition query","",""
"","2","'should throw error when the field spe…'","upsertRecords","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","9268","Record with an attachment file","","Sat Jan 24 17:57:09 UTC 2026","passed","Sat Jan 24 17:57:18 UTC 2026","","Record with an attachment file","",""
"","1","should make the file list unique","sourcelist","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","938","Incorrect guest space ID","","Sat Jan 24 17:56:53 UTC 2026","passed","Sat Jan 24 17:56:54 UTC 2026","","Incorrect guest space ID","",""
"","2","should pass information of client certificate to the apiClient correctly","api","Sat Jan 24 17:56:04 UTC 2026","passed","Sat Jan 24 17:56:04 UTC 2026","","","",""
"","2","should not fail","addRecords","Sat Jan 24 17:56:04 UTC 2026","passed","Sat Jan 24 17:56:04 UTC 2026","","","",""
"","1","[$#] convert 'FILE' field correctly","convertFieldValue","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","1","should return the arguments list of the record 'import' correctly","Record - Subcommand","Sat Jan 24 17:56:06 UTC 2026","passed","Sat Jan 24 17:56:06 UTC 2026","","getArgumentsListBySubcommand","",""
"","926","Valid and invalid API tokens","","Sat Jan 24 17:57:07 UTC 2026","passed","Sat Jan 24 17:57:08 UTC 2026","","Valid and invalid API tokens","",""
"","2","should includes a Record Number field","addRecords","Sat Jan 24 17:56:04 UTC 2026","passed","Sat Jan 24 17:56:04 UTC 2026","","","",""
"","1","[$#] convert 'SUBTABLE' field correctly","convertFieldValue","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","25","'`url`'","validate","Sat Jan 24 17:56:06 UTC 2026","passed","Sat Jan 24 17:56:06 UTC 2026","","","",""
"","1","存在しないテンプレート名でfalseを返す","template/github","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","isGitHubTemplateExists","",""
"","1","should generate CSV row correctly","Helper functions","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","generateCsvRow","",""
"","1","[$#] convert 'RICH_TEXT' field correctly","convertFieldValue","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","2","フォーマットされたJSON(インデント2)で書き込む","template/package-json","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","updatePackageJson","",""
"","2","can separate date source by group and chunked","groupByKeyChunked","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","1","[$#] convert 'GROUP_SELECT' field correctly","convertFieldValue","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","","",""
"","1","should throw error when missing subcommand","Record command","Sat Jan 24 17:56:05 UTC 2026","passed","Sat Jan 24 17:56:05 UTC 2026","","Missing required parameters","",""
