"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3673","Login authorization","","Tue Sep 30 01:08:59 GMT 2025","passed","Tue Sep 30 01:09:03 GMT 2025","","Login authorization","",""
"","2","should convert csv string to JSON correctly (CRLF)","parseCsv","Tue Sep 30 01:07:53 GMT 2025","passed","Tue Sep 30 01:07:53 GMT 2025","","","",""
"","2819","Specified update-key field is not supported","","Tue Sep 30 01:10:27 GMT 2025","passed","Tue Sep 30 01:10:30 GMT 2025","","Specified update-key field is not supported","",""
"","148","manifest v1","ContentsZip","Tue Sep 30 01:07:49 GMT 2025","passed","Tue Sep 30 01:07:49 GMT 2025","","should be able to create ContentsZip from a plugin directory","",""
"","1","should generate file correctly with baseDir","File Generator functions","Tue Sep 30 01:07:53 GMT 2025","passed","Tue Sep 30 01:07:53 GMT 2025","","Generate file success","",""
"","0","[19] convert FILE field correctly","convertFieldValue","Tue Sep 30 01:07:47 GMT 2025","passed","Tue Sep 30 01:07:47 GMT 2025","","","",""
"","1","[17] convert CHECK_BOX field correctly","convertFieldValue","Tue Sep 30 01:07:47 GMT 2025","passed","Tue Sep 30 01:07:47 GMT 2025","","","",""
"","1","should return result when given function is resolved","retry","Tue Sep 30 01:07:48 GMT 2025","passed","Tue Sep 30 01:07:48 GMT 2025","","input async function","",""
"","1","should return the arguments list of the record delete correctly","Record - Subcommand","Tue Sep 30 01:07:50 GMT 2025","passed","Tue Sep 30 01:07:50 GMT 2025","","getArgumentsListBySubcommand","",""
"","2","should pass apiToken to the apiClient correctly","api","Tue Sep 30 01:07:47 GMT 2025","passed","Tue Sep 30 01:07:47 GMT 2025","","","",""
"","1","userSelected should create schema correctly","createSchema","Tue Sep 30 01:07:54 GMT 2025","passed","Tue Sep 30 01:07:54 GMT 2025","","","",""
"","1","should convert csv string to JSON correctly (LF)","parseCsv","Tue Sep 30 01:07:53 GMT 2025","passed","Tue Sep 30 01:07:53 GMT 2025","","","",""
"","955","API token does not have privilege to add records","","Tue Sep 30 01:08:55 GMT 2025","passed","Tue Sep 30 01:08:56 GMT 2025","","API token does not have privilege to add records","",""
"","1","should throw an Error if specified field is not supported","userSelected","Tue Sep 30 01:07:50 GMT 2025","passed","Tue Sep 30 01:07:50 GMT 2025","","","",""
"","1","[12] convert MULTI_SELECT field correctly","convertFieldValue","Tue Sep 30 01:07:48 GMT 2025","passed","Tue Sep 30 01:07:48 GMT 2025","","","",""
"","0","[20] convert FILE field correctly","convertFieldValue","Tue Sep 30 01:07:47 GMT 2025","passed","Tue Sep 30 01:07:47 GMT 2025","","","",""
"","2","should throw error because the record numbers are mixed with those with and without app code","upsertRecords","Tue Sep 30 01:07:48 GMT 2025","passed","Tue Sep 30 01:07:48 GMT 2025","","","",""
"","1","should display FATAL message when calling logger with ""fatal"" level","StandardLogger","Tue Sep 30 01:07:48 GMT 2025","passed","Tue Sep 30 01:07:48 GMT 2025","","","",""
"","6","should convert subtable included csv string to JSON correctly","parseCsv","Tue Sep 30 01:07:53 GMT 2025","passed","Tue Sep 30 01:07:53 GMT 2025","","","",""
"","4","should return distinct local files from the manifest","sourceListV2","Tue Sep 30 01:07:50 GMT 2025","passed","Tue Sep 30 01:07:50 GMT 2025","","","",""
"","0","[24] convert ORGANIZATION_SELECT field correctly","convertFieldValue","Tue Sep 30 01:07:48 GMT 2025","passed","Tue Sep 30 01:07:48 GMT 2025","","","",""
"","5","should throw an Error if specified field is in a Table field","userSelected","Tue Sep 30 01:07:50 GMT 2025","passed","Tue Sep 30 01:07:50 GMT 2025","","","",""
"","0","[23] convert USER_SELECT field correctly","convertFieldValue","Tue Sep 30 01:07:48 GMT 2025","passed","Tue Sep 30 01:07:48 GMT 2025","","","",""
"","1","string","hex2a","Tue Sep 30 01:07:54 GMT 2025","passed","Tue Sep 30 01:07:54 GMT 2025","","","",""
"","2","should return the correct record number from CSV without subtable","parseCsv","Tue Sep 30 01:07:55 GMT 2025","passed","Tue Sep 30 01:07:55 GMT 2025","","","",""
"","11","should convert csv string to JSON correctly","parseCsv","Tue Sep 30 01:07:53 GMT 2025","passed","Tue Sep 30 01:07:53 GMT 2025","","","",""
"","0","[4] convert SINGLE_LINE_TEXT field correctly","convertFieldValue","Tue Sep 30 01:07:48 GMT 2025","passed","Tue Sep 30 01:07:48 GMT 2025","","","",""
"","4080","Skip confirmation message","","Tue Sep 30 01:09:41 GMT 2025","passed","Tue Sep 30 01:09:45 GMT 2025","","Skip confirmation message","",""
"","1","the exported privateKey is the same as original privateKey","PrivateKey","Tue Sep 30 01:07:54 GMT 2025","passed","Tue Sep 30 01:07:54 GMT 2025","","","",""
"","","can download files including special characters","getRecords","Tue Sep 30 01:07:47 GMT 2025","skipped","","","","",""
"","530","Incorrect username","","Tue Sep 30 01:08:42 GMT 2025","passed","Tue Sep 30 01:08:43 GMT 2025","","Incorrect username","",""
"","549","URL does not exist","","Tue Sep 30 01:08:39 GMT 2025","passed","Tue Sep 30 01:08:39 GMT 2025","","URL does not exist","",""
"","487","API token is a draft","","Tue Sep 30 01:08:52 GMT 2025","passed","Tue Sep 30 01:08:52 GMT 2025","","API token is a draft","",""
"","115","URL protocol is not HTTPS","","Tue Sep 30 01:08:39 GMT 2025","passed","Tue Sep 30 01:08:40 GMT 2025","","URL protocol is not HTTPS","",""
"","1","[18] convert FILE field correctly","convertFieldValue","Tue Sep 30 01:07:47 GMT 2025","passed","Tue Sep 30 01:07:47 GMT 2025","","","",""
